發生時間,發生地點,postcode,死亡受傷人數,車種,經度,緯度
108年03月15日 16時34分00秒,臺北市松山區南京東路5段 / 臺北市松山區健康路,105,死亡0;受傷1,普通重型-機車;自用-小客車,121.56619599999999,25.054215
108年03月15日 16時39分00秒,臺北市大同區重慶北路3段 / 臺北市大同區哈密街,103,死亡0;受傷1,自用-小客車;普通重型-機車,121.51374299999999,25.072902
108年03月15日 16時50分00秒,臺北市信義區松智路 / 臺北市信義區信義路5段,110,死亡0;受傷1,自用-小客車;腳踏自行車-慢車,121.565408,25.032826999999997
108年03月15日 17時03分00秒,臺北市士林區德行東路6-2號前0.0公尺,111,死亡0;受傷1,普通重型-機車;行人-人,121.52494899999999,25.106491000000002
108年03月15日 17時19分00秒,臺北市文山區羅斯福路6段 / 臺北市文山區溪口街,116,死亡0;受傷1,自用-小客車;腳踏自行車-慢車,121.541169,24.994124
108年03月15日 17時21分00秒,臺北市文山區忠順街2段69號前0.0公尺,116,死亡0;受傷1,普通輕型-機車;普通重型-機車;普通重型-機車,121.564957,24.985151000000002
108年03月15日 17時26分00秒,臺北市松山區八德路4段321號前0.0公尺,105,死亡0;受傷2,普通重型-機車;普通重型-機車,121.567399,25.048986
108年03月15日 17時40分00秒,臺北市內湖區南京東路6段 / 臺北市內湖區南京東路6段,114,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.58361000000001,25.057885
108年03月15日 18時09分00秒,臺北市大安區信義路3段 / 臺北市大安區新生南路1段,106,死亡0;受傷2,普通重型-機車;普通重型-機車,121.534602,25.034959
108年03月15日 18時15分00秒,臺北市中正區杭州南路1段23號前0.0公尺,100,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車,121.526448,25.042676999999998
108年03月15日 18時16分00秒,臺北市士林區承德路4段100號前0.0公尺,111,死亡0;受傷1,普通重型-機車,121.523192,25.082704999999997
108年03月15日 18時20分00秒,臺北市南港區研究院路1段 / 臺北市南港區富康街,115,死亡0;受傷1,營業用-小貨車(含客、貨兩用);普通重型-機車,121.616533,25.054302
108年03月15日 18時21分00秒,臺北市文山區辛亥路4段100號前0.0公尺,116,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.55813,25.006078
108年03月15日 18時31分00秒,臺北市大安區和平東路1段前0.0公尺,106,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.52257,25.027117
108年03月15日 18時33分00秒,臺北市中正區汀州路2段 / 臺北市中正區牯嶺街,100,死亡0;受傷1,自用-小客車;普通重型-機車,121.519046,25.025029
108年03月15日 18時35分00秒,臺北市信義區光復南路 / 臺北市信義區仁愛路4段,110,死亡0;受傷1,計程車-小客車;大型重型2(250-550C.C.)-機車,121.559197,25.036488000000002
108年03月15日 18時41分00秒,臺北市士林區基河路21號前0.0公尺,111,死亡0;受傷1,自用-小客車;普通重型-機車,121.524565,25.087054000000002
108年03月15日 18時43分00秒,臺北市中山區市民大道3段 / 臺北市中山區復興南路1段,104,死亡0;受傷2,行人-人;普通重型-機車,121.543695,25.044975
108年03月15日 18時48分00秒,臺北市中山區中原街 / 臺北市中山區錦州街,104,死亡0;受傷1,自用-小客車;普通重型-機車,121.528939,25.060343
108年03月15日 19時05分00秒,臺北市大安區信義路4段 / 臺北市大安區光復南路,106,死亡0;受傷2,普通重型-機車;自用-小客車,121.557526,25.032991
108年03月15日 19時20分00秒,臺北市內湖區內湖路1段 / 臺北市內湖區內湖路1段,114,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用),121.55943700000002,25.085154
108年03月15日 19時47分00秒,臺北市北投區公館路 / 臺北市北投區北投路1段,112,死亡0;受傷1,普通重型-機車;普通重型-機車,121.50270400000001,25.121446
108年03月15日 19時53分00秒,臺北市中山區民權東路2段 / 臺北市中山區建國北路2段,104,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.536773,25.062532
108年03月15日 20時12分00秒,臺北市中山區中山北路2段 / 臺北市中山區民權西路,104,死亡0;受傷4,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,121.52250500000001,25.0657
108年03月15日 20時55分00秒,臺北市中正區中山南路8號前0.0公尺,100,死亡0;受傷1,自用-小客車;普通重型-機車,121.517353,25.044966
108年03月15日 21時00分00秒,臺北市中山區新生北路2段33巷前0.0公尺,104,死亡0;受傷1,自用-小客車;腳踏自行車-慢車;租賃車-小客車,121.52773400000001,25.054431
108年03月15日 21時20分00秒,臺北市中山區農安街20號前0.0公尺,104,死亡0;受傷2,行人-人;普通重型-機車;自用-小客車,121.52493600000001,25.064843
108年03月15日 21時30分00秒,臺北市北投區大業路 / 臺北市北投區中和街,112,死亡0;受傷1,普通重型-機車,121.50680200000001,25.136032
108年03月15日 21時30分00秒,臺北市內湖區民權東路6段 / 臺北市內湖區民權東路6段,114,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.59286200000001,25.069693
108年03月15日 21時35分00秒,臺北市萬華區西園路1段 / 臺北市萬華區大理街,108,死亡0;受傷1,普通重型-機車;租賃車-小客車,121.498827,25.03438
108年03月15日 22時42分00秒,臺北市中山區樂群一路 / 臺北市中山區敬業三路,104,死亡0;受傷1,普通重型-機車;普通重型-機車,121.556487,25.077194
108年03月15日 23時03分00秒,臺北市大安區旁,106,死亡0;受傷1,自用-小客車;腳踏自行車-慢車,121.54920200000001,25.044074
108年03月15日 23時20分00秒,臺北市中正區襄陽路 / 臺北市中正區館前路,100,死亡0;受傷1,普通重型-機車;計程車-小客車,121.515005,25.043407000000002
108年03月15日 23時25分00秒,臺北市中正區南海路 / 臺北市中正區南海路,100,死亡0;受傷1,腳踏自行車-慢車;普通重型-機車,121.51759299999999,25.032571
108年03月16日 00時06分00秒,臺北市大同區塔城街前0.0公尺,103,死亡0;受傷2,普通重型-機車;普通重型-機車,121.50998999999999,25.04833
108年03月16日 01時18分00秒,臺北市北投區陽明路1段 / 臺北市北投區陽金公路,112,死亡0;受傷1,大型重型1(550C.C.以上)-機車;普通重型-機車,121.550055,25.151206
108年03月16日 06時35分00秒,臺北市中正區和平西路1段 / 臺北市中正區泉州街,100,死亡0;受傷2,普通重型-機車;普通重型-機車,121.51471699999999,25.027535999999998
108年03月16日 08時00分00秒,臺北市文山區木新路3段 / 臺北市文山區木新路3段,116,死亡0;受傷1,自用-小客車;普通重型-機車,121.563341,24.982857
108年03月16日 08時05分00秒,臺北市士林區忠誠路1段 / 臺北市士林區德行東路,111,死亡0;受傷1,普通重型-機車;救護車-特種車,121.53041699999999,25.10843
108年03月16日 08時40分00秒,臺北市松山區八德路3段74巷10號前0.0公尺,105,死亡0;受傷2,普通重型-機車;普通重型-機車,121.55241299999999,25.047743
108年03月16日 08時53分00秒,臺北市文山區保儀路122號前0.0公尺,116,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.566503,24.984408
108年03月16日 09時00分00秒,臺北市南港區忠孝東路5段976號前0.0公尺,115,死亡0;受傷1,普通重型-機車;普通重型-機車,121.582314,25.044263
108年03月16日 09時26分00秒,臺北市南港區東明街 / 臺北市南港區興南街,115,死亡0;受傷1,自用-小客車;腳踏自行車-慢車,121.59926599999999,25.055197
108年03月16日 09時38分00秒,臺北市北投區承德路7段 / 臺北市北投區承德路7段,112,死亡0;受傷1,自用-小客車;普通重型-機車,121.50838700000001,25.113070999999998
108年03月16日 09時54分00秒,臺北市文山區三福街 / 臺北市文山區羅斯福路6段,116,死亡0;受傷2,普通重型-機車;普通重型-機車,121.542383,24.997123000000002
108年03月16日 10時00分00秒,臺北市中山區建國北路3段121號前0.0公尺,104,死亡0;受傷1,普通重型-機車;普通重型-機車;自用-小客車,121.53563500000001,25.06671
108年03月16日 10時30分00秒,臺北市信義區基隆路2段 / 臺北市信義區吳興街,110,死亡0;受傷1,普通重型-機車;租賃車-小客車,121.55888600000002,25.032025
108年03月16日 11時11分00秒,臺北市南港區成福路 / 臺北市南港區玉成街,115,死亡0;受傷1,普通重型-機車;普通重型-機車,121.58693999999998,25.043163
108年03月16日 11時23分00秒,臺北市士林區福林路254巷前0.0公尺,111,死亡0;受傷1,普通重型-機車;大型重型2(250-550C.C.)-機車,121.535913,25.098024
108年03月16日 11時30分00秒,臺北市內湖區成功路2段 / 臺北市內湖區成功路2段,114,死亡0;受傷2,普通重型-機車;普通重型-機車,121.588659,25.073110999999997
108年03月16日 11時35分00秒,臺北市松山區新東街20巷前0.0公尺,105,死亡0;受傷1,自用-小客車;普通重型-機車,121.567232,25.058446
108年03月16日 12時15分00秒,臺北市士林區社中街 / 臺北市士林區社中街,111,死亡0;受傷1,普通重型-機車;普通重型-機車,121.506374,25.092371
108年03月16日 12時46分00秒,臺北市士林區通河西街2段前0.0公尺,111,死亡0;受傷1,普通重型-機車;普通重型-機車,121.51173200000001,25.088238
108年03月16日 12時53分00秒,臺北市北投區立農街1段 / 臺北市北投區公館路,112,死亡0;受傷1,自用-小客車;普通輕型-機車;乘客-人,121.503804,25.120028
108年03月16日 13時10分00秒,臺北市中山區敬業二路2號前0.0公尺,104,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,121.554414,25.080567000000002
108年03月16日 13時15分00秒,臺北市中山區林森北路 / 臺北市中山區市民大道2段,104,死亡0;受傷1,普通重型-機車;計程車-小客車;普通重型-機車,121.524181,25.047701
108年03月16日 14時50分00秒,臺北市萬華區堤外便道華中青年前0.0公尺,108,死亡0;受傷1,腳踏自行車-慢車;腳踏自行車-慢車,121.48820400000001,25.030927
108年03月16日 15時04分00秒,臺北市中正區重慶南路1段 / 臺北市中正區漢口街1段,100,死亡0;受傷1,普通重型-機車;租賃車-小客車,121.513232,25.045175
108年03月16日 16時17分00秒,臺北市信義區市民大道6段 / 臺北市信義區中坡北路,110,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.58006100000001,25.048867
108年03月16日 17時05分00秒,臺北市南港區市民大道8段 / 臺北市南港區市民大道8段,115,死亡0;受傷1,普通重型-機車;普通重型-機車,121.614732,25.054357
108年03月16日 17時10分00秒,臺北市內湖區前,114,死亡0;受傷1,行人-人,121.6109,25.071077
108年03月16日 17時33分00秒,臺北市萬華區中華路1段 / 臺北市萬華區貴陽街2段,108,死亡0;受傷1,計程車-小客車;行人-人,121.50894299999999,25.045945
108年03月16日 17時33分00秒,臺北市中山區往南,104,死亡0;受傷1,自用-小客車;自用-小客車;自用-小客車;乘客-人,121.536953,25.062395000000002
108年03月16日 17時35分00秒,臺北市中山區市民大道3段 / 臺北市中山區建國南路1段,104,死亡0;受傷1,自用-小客車;普通重型-機車,121.536771,25.044859
108年03月16日 17時50分00秒,臺北市信義區松壽路9號前0.0公尺,110,死亡0;受傷2,普通重型-機車;乘客-人,121.565506,25.036925
108年03月16日 18時08分00秒,臺北市內湖區東湖路 / 臺北市內湖區五分街,114,死亡0;受傷1,自用-小客車;普通重型-機車,121.61729199999999,25.067144
108年03月16日 19時04分00秒,臺北市中山區新生北路3段 / 臺北市中山區農安街,104,死亡0;受傷1,普通重型-機車;普通重型-機車;乘客-人,121.52790700000001,25.064636
108年03月16日 19時25分00秒,臺北市萬華區康定路136號前0.0公尺,108,死亡0;受傷1,普通重型-機車,121.501846,25.040038
108年03月16日 19時25分00秒,臺北市信義區虎林街 / 臺北市信義區虎林街,110,死亡0;受傷1,普通重型-機車;自用-小客車,121.57595900000001,25.047541
108年03月16日 19時50分00秒,臺北市萬華區環河南路2段278號前0.0公尺,108,死亡0;受傷1,自用-小客車;普通重型-機車,121.491413,25.03216
108年03月16日 19時51分00秒,臺北市士林區華齡街174號前0.0公尺,111,死亡0;受傷1,普通重型-機車;自用-小客車,121.519669,25.087016000000002
108年03月16日 20時10分00秒,臺北市大同區承德路3段 / 臺北市大同區承德路3段,103,死亡0;受傷2,自用-小客車;自用-小客車,121.51749199999999,25.07049
108年03月16日 20時42分00秒,臺北市內湖區民權東路6段296巷5號前0.0公尺,114,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.60563400000001,25.072385
108年03月16日 21時18分00秒,臺北市松山區南京東路5段221號前0.0公尺,105,死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人;普通重型-機車,121.56413300000001,25.051501000000002
108年03月16日 21時19分00秒,臺北市內湖區文德路28號前0.0公尺,114,死亡0;受傷1,自用-小客車;電動自行車-慢車,121.579699,25.07842
108年03月16日 21時40分00秒,臺北市松山區撫遠街 / 臺北市松山區撫遠街,105,死亡0;受傷2,自用-小客車;自用-小客車,121.565626,25.06425
108年03月16日 21時40分00秒,臺北市文山區木柵路2段88號前0.0公尺,116,死亡0;受傷1,普通重型-機車;租賃車-小客車,121.56001100000002,24.988594
108年03月16日 22時08分00秒,臺北市中山區長安東路1段52巷前0.0公尺,104,死亡0;受傷3,普通輕型-機車;普通重型-機車;乘客-人,121.52808799999998,25.048331
108年03月16日 22時50分00秒,臺北市萬華區西園路2段 / 臺北市萬華區西園路2段,108,死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人,121.495516,25.030986
108年03月16日 22時58分00秒,臺北市大安區市民大道3段290號前0.0公尺,106,死亡0;受傷1,自用-小客車;普通重型-機車,121.54281599999999,25.044541
108年03月16日 23時26分00秒,臺北市大安區敦化南路1段 / 臺北市大安區忠孝東路4段,106,死亡0;受傷1,計程車-小客車;普通重型-機車,121.54928899999999,25.042425
108年03月16日 23時38分00秒,臺北市中山區中山北路2段 / 臺北市中山區民生東路1段,104,死亡0;受傷1,計程車-小客車;普通重型-機車,121.52298400000001,25.057944
